Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender_Female,Gender_Male,Gender_Non-binary,Race_Asian,Race_Black,Race_Not Specified,Race_Other,Race_White,"Income_< £30,000","Income_> £50,000","Income_£30,000-£50,000",Education_College Diploma,Education_High School,Education_Postgraduate,Education_University Degree
i often nod even when i dont understand,2.1,9.5,6.6,4.0,1.6,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions clinics give me panic attacks sometimes i have had mostly positive experiences with prescribed medications,8.1,6.6,5.8,9.0,4.2,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i often nod even when i dont understand visiting the doctor makes me nervous,2.4,3.8,3.2,7.7,1.1,45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
doctors have always helped me recover well medication has been effective in managing my symptoms,6.1,7.9,8.9,4.1,4.3,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
its hard to follow what my doctor says after a few trials i found the right medication for my condition,2.0,8.6,2.1,4.6,4.2,36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel lost when reading health information i feel really anxious before seeing any doctor my trust in healthcare professionals is very high,2.3,3.1,7.5,7.5,3.6,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions,7.2,5.9,3.3,4.1,1.7,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions i have had mostly positive experiences with prescribed medications,9.2,6.3,4.6,5.2,4.8,66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time,2.4,6.3,5.6,6.5,1.1,26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments after a few trials i found the right medication for my condition,8.8,9.4,6.1,7.3,4.7,19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition,7.4,2.4,6.2,6.5,2.7,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i understand most medical terms and ask informed questions ive had the same doctor for years and i feel confident in their care,7.6,9.4,9.3,5.1,1.5,78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions clinics give me panic attacks sometimes medication has been effective in managing my symptoms,9.9,8.6,2.1,9.3,4.5,44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions,8.2,1.0,4.0,4.6,3.1,73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions i get sweaty palms before appointments,9.3,4.1,4.1,7.6,2.8,35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i often nod even when i dont understand,3.0,5.1,2.3,2.6,3.0,60,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i feel lost when reading health information visiting the doctor makes me nervous,1.1,7.0,2.6,9.6,1.6,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
doctors have always helped me recover well,4.7,1.8,10.0,5.5,3.4,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot i get sweaty palms before appointments,1.6,7.7,2.9,9.1,1.8,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i dont get what doctors say most of the time,2.7,1.3,5.2,6.1,1.3,79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition,8.0,5.1,5.7,5.0,2.6,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary some drugs caused side effects but i worked with my doctor to adjust,6.0,2.4,2.6,8.8,4.8,73,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says,2.4,7.4,6.9,1.2,1.9,72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
prescription drugs really helped my chronic pain,3.1,7.0,1.2,1.9,4.2,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says,2.6,6.9,3.1,1.9,2.0,58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely,7.5,8.7,8.5,4.6,3.7,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand doctors have always helped me recover well,2.8,3.6,9.1,1.1,1.3,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,2.9,1.2,2.6,6.2,2.7,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition,9.0,8.4,4.1,3.3,2.5,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care,4.9,3.7,9.5,7.9,1.6,58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,8.8,5.4,9.1,8.2,2.7,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot,1.2,3.4,5.9,6.7,2.0,58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel lost when reading health information ive had the same doctor for years and i feel confident in their care,2.3,8.5,9.9,5.7,1.7,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ive had the same doctor for years and i feel confident in their care,3.5,1.2,9.2,2.1,3.3,54,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary,3.5,6.0,6.9,8.5,1.8,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
medical terms confuse me a lot i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care,1.1,2.2,9.1,8.9,3.4,67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i feel really anxious before seeing any doctor,6.4,7.0,2.6,9.2,2.7,61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
prescription drugs really helped my chronic pain,4.4,5.7,1.4,2.5,4.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,1.7,6.4,3.2,4.5,2.2,23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions i trust my doctor and their advice completely,7.0,9.4,7.6,2.9,1.1,71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
some drugs caused side effects but i worked with my doctor to adjust,5.5,7.2,4.9,3.2,4.3,18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel confident navigating health portals and understanding prescriptions,8.2,7.3,3.4,6.3,2.4,61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i get sweaty palms before appointments,1.8,9.3,2.2,9.6,2.8,24,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
its hard to follow what my doctor says i avoid going to hospitals unless absolutely necessary doctors have always helped me recover well after a few trials i found the right medication for my condition,2.7,5.9,8.9,7.6,4.2,38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i trust my doctor and their advice completely,6.9,7.2,8.6,3.2,3.0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says ive had the same doctor for years and i feel confident in their care,3.0,9.9,9.5,1.4,3.8,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition i feel really anxious before seeing any doctor,9.3,2.6,6.1,9.2,1.1,60,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments i avoid going to hospitals unless absolutely necessary my physician always listens to me medication has been effective in managing my symptoms,7.3,3.7,9.3,9.7,4.8,71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
my trust in healthcare professionals is very high some drugs caused side effects but i worked with my doctor to adjust,5.3,8.8,8.6,3.9,4.3,46,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
its hard to follow what my doctor says,1.3,6.4,3.1,2.1,1.3,21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments ive had the same doctor for years and i feel confident in their care,7.3,4.1,7.5,1.6,2.3,23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i have had mostly positive experiences with prescribed medications,5.9,8.1,3.9,6.6,4.5,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes,6.5,3.1,1.2,8.8,1.1,31,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my doctor uses terminology i understand well i get sweaty palms before appointments ive had the same doctor for years and i feel confident in their care prescription drugs really helped my chronic pain,8.9,5.8,9.5,8.2,5.0,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well ive had the same doctor for years and i feel confident in their care,8.9,9.9,7.9,4.8,2.7,40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments,7.6,3.1,2.0,4.2,2.1,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
medication has been effective in managing my symptoms,3.7,3.1,1.4,1.2,5.0,48,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
doctors have always helped me recover well after a few trials i found the right medication for my condition,4.8,4.5,7.1,3.0,4.8,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition visiting the doctor makes me nervous after a few trials i found the right medication for my condition,8.1,1.8,4.8,8.9,4.8,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel really anxious before seeing any doctor,5.2,6.5,2.5,9.9,1.9,75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition,9.5,6.8,6.5,5.6,1.9,26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i dont get what doctors say most of the time i feel really anxious before seeing any doctor,2.6,3.0,2.7,8.0,2.4,56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says visiting the doctor makes me nervous my physician always listens to me medication has been effective in managing my symptoms,1.5,9.7,9.0,9.3,5.0,72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care,2.6,4.6,7.8,7.3,1.6,39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments,8.3,3.0,3.0,5.8,3.4,60,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ive had the same doctor for years and i feel confident in their care,6.2,1.8,8.9,3.4,1.5,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments visiting the doctor makes me nervous ive had the same doctor for years and i feel confident in their care,9.0,9.6,8.8,8.3,3.6,69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments,7.5,5.5,1.7,3.0,3.7,79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,1.7,8.7,5.5,5.3,3.4,54,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i always research symptoms and medication before appointments ive had the same doctor for years and i feel confident in their care,8.4,4.1,7.1,6.1,2.1,72,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions i avoid going to hospitals unless absolutely necessary after a few trials i found the right medication for my condition,8.9,8.2,6.9,8.7,4.5,54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments clinics give me panic attacks sometimes my physician always listens to me,7.4,8.5,7.3,7.1,3.5,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments i feel really anxious before seeing any doctor my trust in healthcare professionals is very high,7.8,2.4,8.9,8.8,1.1,54,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well i avoid going to hospitals unless absolutely necessary,8.4,2.2,4.0,7.7,1.6,31,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments,8.4,8.5,5.6,1.1,2.1,37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
visiting the doctor makes me nervous,5.9,8.0,2.0,7.8,3.2,35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition i feel really anxious before seeing any doctor,9.7,4.1,6.7,9.4,1.4,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i always research symptoms and medication before appointments,9.4,7.2,1.6,3.7,3.8,36,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical terms confuse me a lot,1.6,6.2,4.1,6.6,1.2,32,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i feel really anxious before seeing any doctor i trust my doctor and their advice completely,8.8,9.8,9.7,7.7,1.5,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
medical journals help me stay informed about my condition,7.8,1.2,1.2,3.9,3.0,49,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments medication has been effective in managing my symptoms,7.9,7.1,5.0,3.5,5.0,52,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
visiting the doctor makes me nervous,4.8,5.1,2.5,8.2,3.8,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i feel lost when reading health information doctors have always helped me recover well,3.0,1.7,7.1,6.9,2.1,76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
medical journals help me stay informed about my condition i feel really anxious before seeing any doctor,9.6,2.4,4.9,9.5,2.7,63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary,6.7,4.6,3.5,9.9,2.6,79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions,9.0,3.1,2.9,1.3,3.6,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary,4.3,8.8,5.3,9.7,1.7,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i understand most medical terms and ask informed questions i get sweaty palms before appointments my physician always listens to me some drugs caused side effects but i worked with my doctor to adjust,8.8,8.0,7.9,8.6,4.0,32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
clinics give me panic attacks sometimes,6.6,2.2,1.3,9.3,3.5,40,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments,8.2,5.3,2.1,2.1,3.7,34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand,1.7,4.5,5.3,6.4,2.2,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i understand most medical terms and ask informed questions i trust my doctor and their advice completely,7.3,8.7,8.0,1.4,2.9,68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i often nod even when i dont understand ive had the same doctor for years and i feel confident in their care,1.9,3.2,9.9,2.3,3.0,37,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i get sweaty palms before appointments prescription drugs really helped my chronic pain,4.6,2.2,6.1,7.2,4.2,46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time,2.8,2.5,1.9,6.7,3.8,79,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
its hard to follow what my doctor says,1.3,9.4,1.5,5.9,3.8,50,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions ive had the same doctor for years and i feel confident in their care some drugs caused side effects but i worked with my doctor to adjust,8.8,7.4,8.2,4.1,4.3,46,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
i often nod even when i dont understand i feel really anxious before seeing any doctor,1.7,9.1,5.9,8.4,2.8,42,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ive had the same doctor for years and i feel confident in their care,6.8,5.7,7.6,1.7,1.2,39,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely i have had mostly positive experiences with prescribed medications,3.2,2.4,8.8,3.0,4.9,34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
my physician always listens to me,4.0,2.6,8.1,6.9,3.0,60,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i avoid going to hospitals unless absolutely necessary prescription drugs really helped my chronic pain,6.0,7.5,3.1,10.0,4.9,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
my trust in healthcare professionals is very high,6.9,2.8,7.1,1.6,1.1,60,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
clinics give me panic attacks sometimes ive had the same doctor for years and i feel confident in their care medication has been effective in managing my symptoms,3.3,5.2,8.8,7.5,4.0,41,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i avoid going to hospitals unless absolutely necessary,4.8,4.1,4.3,9.9,1.2,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions i get sweaty palms before appointments,8.8,6.2,4.9,7.5,2.9,72,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
my doctor uses terminology i understand well,8.9,9.1,4.8,3.5,3.4,26,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments,9.2,2.9,6.6,6.7,3.9,71,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
its hard to follow what my doctor says my physician always listens to me,2.2,7.4,9.2,2.6,2.0,44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
i feel confident navigating health portals and understanding prescriptions my trust in healthcare professionals is very high,9.7,2.6,8.7,5.4,2.0,52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
my doctor uses terminology i understand well,8.8,5.0,5.6,4.2,3.4,46,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i dont get what doctors say most of the time doctors have always helped me recover well,2.5,4.5,9.7,3.3,3.6,70,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
i avoid going to hospitals unless absolutely necessary,3.9,8.0,2.2,9.7,2.8,73,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions,8.5,4.9,3.2,6.6,3.8,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i avoid going to hospitals unless absolutely necessary,2.5,2.5,1.3,7.6,3.7,77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i trust my doctor and their advice completely some drugs caused side effects but i worked with my doctor to adjust,5.3,8.6,8.3,6.3,4.5,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i dont get what doctors say most of the time,2.9,2.0,3.4,1.5,3.1,77,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
medical journals help me stay informed about my condition i have had mostly positive experiences with prescribed medications,9.4,1.4,2.1,5.1,4.7,36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
prescription drugs really helped my chronic pain,3.8,5.6,1.4,2.3,4.9,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
i always research symptoms and medication before appointments ive had the same doctor for years and i feel confident in their care prescription drugs really helped my chronic pain,9.7,1.0,9.6,6.8,4.5,53,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
i get sweaty palms before appointments,5.1,5.6,5.4,7.0,1.6,37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
i feel lost when reading health information my trust in healthcare professionals is very high,1.3,3.8,7.3,2.8,3.7,47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
i always research symptoms and medication before appointments my trust in healthcare professionals is very high some drugs caused side effects but i worked with my doctor to adjust,9.7,1.8,7.1,5.0,4.5,33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
i feel lost when reading health information i avoid going to hospitals unless absolutely necessary i trust my doctor and their advice completely,2.6,7.2,8.5,9.5,3.7,33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
doctors have always helped me recover well,5.5,6.6,8.8,6.1,1.1,79,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
i feel confident navigating health portals and understanding prescriptions ive had the same doctor for years and i feel confident in their care,9.4,7.2,7.1,2.9,3.6,73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
