Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender,Race,Income,Education
"My trust in healthcare professionals is very high. Some drugs caused side effects, but I worked with my doctor to adjust.",5.3,8.8,8.6,3.9,4.3,46,Male,Asian,"< £30,000",University Degree
It’s hard to follow what my doctor says.,1.3,6.4,3.1,2.1,1.3,21,Female,Asian,"< £30,000",High School
"I always research symptoms and medication before appointments. I’ve had the same doctor for years, and I feel confident in their care.",7.3,4.1,7.5,1.6,2.3,23,Non-binary,Black,"> £50,000",High School
I have had mostly positive experiences with prescribed medications.,5.9,8.1,3.9,6.6,4.5,33,Male,Not Specified,"< £30,000",High School
Clinics give me panic attacks sometimes.,6.5,3.1,1.2,8.8,1.1,31,Non-binary,Black,"< £30,000",University Degree
"My doctor uses terminology I understand well. I get sweaty palms before appointments. I’ve had the same doctor for years, and I feel confident in their care. Prescription drugs really helped my chronic pain.",8.9,5.8,9.5,8.2,5.0,68,Non-binary,White,"£30,000-£50,000",College Diploma
,4.2,7.9,4.6,5.3,3.5,25,Non-binary,White,"< £30,000",High School
"My doctor uses terminology I understand well. I’ve had the same doctor for years, and I feel confident in their care.",8.9,9.9,7.9,4.8,2.7,40,Male,Not Specified,"£30,000-£50,000",High School
I always research symptoms and medication before appointments.,7.6,3.1,2.0,4.2,2.1,21,Male,Other,"> £50,000",High School
Medication has been effective in managing my symptoms.,3.7,3.1,1.4,1.2,5.0,48,Female,Asian,"> £50,000",High School
"Doctors have always helped me recover well. After a few trials, I found the right medication for my condition.",4.8,4.5,7.1,3.0,4.8,50,Male,Not Specified,"< £30,000",University Degree
"Medical journals help me stay informed about my condition. Visiting the doctor makes me nervous. After a few trials, I found the right medication for my condition.",8.1,1.8,4.8,8.9,4.8,21,Female,Other,"£30,000-£50,000",High School
I feel really anxious before seeing any doctor.,5.2,6.5,2.5,9.9,1.9,75,Male,Asian,"> £50,000",College Diploma
Medical journals help me stay informed about my condition.,9.5,6.8,6.5,5.6,1.9,26,Female,Not Specified,"> £50,000",University Degree
I don’t get what doctors say most of the time. I feel really anxious before seeing any doctor.,2.6,3.0,2.7,8.0,2.4,56,Non-binary,Asian,"£30,000-£50,000",Postgraduate
It’s hard to follow what my doctor says. Visiting the doctor makes me nervous. My physician always listens to me. Medication has been effective in managing my symptoms.,1.5,9.7,9.0,9.3,5.0,72,Non-binary,Not Specified,"> £50,000",College Diploma
"I often nod even when I don’t understand. Visiting the doctor makes me nervous. I’ve had the same doctor for years, and I feel confident in their care.",2.6,4.6,7.8,7.3,1.6,39,Female,Other,"£30,000-£50,000",High School
I always research symptoms and medication before appointments.,8.3,3.0,3.0,5.8,3.4,60,Female,Asian,"< £30,000",Postgraduate
"I’ve had the same doctor for years, and I feel confident in their care.",6.2,1.8,8.9,3.4,1.5,23,Male,White,"£30,000-£50,000",High School
"I always research symptoms and medication before appointments. Visiting the doctor makes me nervous. I’ve had the same doctor for years, and I feel confident in their care.",9.0,9.6,8.8,8.3,3.6,69,Male,Not Specified,"< £30,000",University Degree
,6.0,1.8,4.7,4.4,2.0,73,Non-binary,Other,"> £50,000",High School
I always research symptoms and medication before appointments.,7.5,5.5,1.7,3.0,3.7,79,Female,Not Specified,"£30,000-£50,000",University Degree
Medical terms confuse me a lot.,1.7,8.7,5.5,5.3,3.4,54,Non-binary,Black,"< £30,000",Postgraduate
"I always research symptoms and medication before appointments. I’ve had the same doctor for years, and I feel confident in their care.",8.4,4.1,7.1,6.1,2.1,72,Male,Asian,"> £50,000",University Degree
"I understand most medical terms and ask informed questions. I avoid going to hospitals unless absolutely necessary. After a few trials, I found the right medication for my condition.",8.9,8.2,6.9,8.7,4.5,54,Male,Other,"> £50,000",High School
I always research symptoms and medication before appointments. Clinics give me panic attacks sometimes. My physician always listens to me.,7.4,8.5,7.3,7.1,3.5,29,Female,Asian,"£30,000-£50,000",University Degree
I always research symptoms and medication before appointments. I feel really anxious before seeing any doctor. My trust in healthcare professionals is very high.,7.8,2.4,8.9,8.8,1.1,54,Non-binary,Other,"< £30,000",College Diploma
My doctor uses terminology I understand well. I avoid going to hospitals unless absolutely necessary.,8.4,2.2,4.0,7.7,1.6,31,Female,Other,"£30,000-£50,000",University Degree
I always research symptoms and medication before appointments.,8.4,8.5,5.6,1.1,2.1,37,Non-binary,Asian,"> £50,000",High School
,6.6,9.8,6.7,3.3,3.5,27,Male,Not Specified,"< £30,000",High School
Visiting the doctor makes me nervous.,5.9,8.0,2.0,7.8,3.2,35,Female,Other,"£30,000-£50,000",Postgraduate
Medical journals help me stay informed about my condition. I feel really anxious before seeing any doctor.,9.7,4.1,6.7,9.4,1.4,35,Male,Not Specified,"< £30,000",University Degree
I always research symptoms and medication before appointments.,9.4,7.2,1.6,3.7,3.8,36,Non-binary,Not Specified,"£30,000-£50,000",University Degree
Medical terms confuse me a lot.,1.6,6.2,4.1,6.6,1.2,32,Female,Not Specified,"< £30,000",High School
I feel confident navigating health portals and understanding prescriptions. I feel really anxious before seeing any doctor. I trust my doctor and their advice completely.,8.8,9.8,9.7,7.7,1.5,37,Male,Black,"£30,000-£50,000",University Degree
Medical journals help me stay informed about my condition.,7.8,1.2,1.2,3.9,3.0,49,Non-binary,Other,"< £30,000",College Diploma
I always research symptoms and medication before appointments. Medication has been effective in managing my symptoms.,7.9,7.1,5.0,3.5,5.0,52,Non-binary,Black,"> £50,000",University Degree
Visiting the doctor makes me nervous.,4.8,5.1,2.5,8.2,3.8,73,Non-binary,White,"£30,000-£50,000",High School
I feel lost when reading health information. Doctors have always helped me recover well.,3.0,1.7,7.1,6.9,2.1,76,Male,Asian,"> £50,000",Postgraduate
Medical journals help me stay informed about my condition. I feel really anxious before seeing any doctor.,9.6,2.4,4.9,9.5,2.7,63,Non-binary,Other,"£30,000-£50,000",High School
I avoid going to hospitals unless absolutely necessary.,6.7,4.6,3.5,9.9,2.6,79,Female,Black,"> £50,000",Postgraduate
I understand most medical terms and ask informed questions.,9.0,3.1,2.9,1.3,3.6,23,Female,White,"< £30,000",Postgraduate
I avoid going to hospitals unless absolutely necessary.,4.3,8.8,5.3,9.7,1.7,43,Non-binary,White,"£30,000-£50,000",University Degree
"I understand most medical terms and ask informed questions. I get sweaty palms before appointments. My physician always listens to me. Some drugs caused side effects, but I worked with my doctor to adjust.",8.8,8.0,7.9,8.6,4.0,32,Female,Black,"< £30,000",High School
Clinics give me panic attacks sometimes.,6.6,2.2,1.3,9.3,3.5,40,Non-binary,Black,"< £30,000",High School
I always research symptoms and medication before appointments.,8.2,5.3,2.1,2.1,3.7,34,Male,Black,"> £50,000",College Diploma
,4.9,2.8,5.4,1.6,3.3,29,Non-binary,Other,"£30,000-£50,000",Postgraduate
,3.4,8.2,3.8,5.1,1.0,61,Non-binary,Not Specified,"£30,000-£50,000",University Degree
I often nod even when I don’t understand.,1.7,4.5,5.3,6.4,2.2,27,Female,White,"£30,000-£50,000",Postgraduate
I understand most medical terms and ask informed questions. I trust my doctor and their advice completely.,7.3,8.7,8.0,1.4,2.9,68,Female,Not Specified,"< £30,000",University Degree
"I often nod even when I don’t understand. I’ve had the same doctor for years, and I feel confident in their care.",1.9,3.2,9.9,2.3,3.0,37,Female,Other,"< £30,000",High School
,6.6,7.3,6.0,1.1,2.3,22,Non-binary,White,"> £50,000",Postgraduate
,5.7,1.8,4.2,1.3,1.3,47,Non-binary,Not Specified,"> £50,000",High School
I get sweaty palms before appointments. Prescription drugs really helped my chronic pain.,4.6,2.2,6.1,7.2,4.2,46,Non-binary,Black,"£30,000-£50,000",Postgraduate
I don’t get what doctors say most of the time.,2.8,2.5,1.9,6.7,3.8,79,Male,Other,"< £30,000",University Degree
It’s hard to follow what my doctor says.,1.3,9.4,1.5,5.9,3.8,50,Non-binary,Black,"< £30,000",College Diploma
"I feel confident navigating health portals and understanding prescriptions. I’ve had the same doctor for years, and I feel confident in their care. Some drugs caused side effects, but I worked with my doctor to adjust.",8.8,7.4,8.2,4.1,4.3,46,Non-binary,Not Specified,"> £50,000",College Diploma
I often nod even when I don’t understand. I feel really anxious before seeing any doctor.,1.7,9.1,5.9,8.4,2.8,42,Female,Asian,"> £50,000",High School
"I’ve had the same doctor for years, and I feel confident in their care.",6.8,5.7,7.6,1.7,1.2,39,Male,Not Specified,"> £50,000",Postgraduate
I trust my doctor and their advice completely. I have had mostly positive experiences with prescribed medications.,3.2,2.4,8.8,3.0,4.9,34,Non-binary,Not Specified,"< £30,000",University Degree
My physician always listens to me.,4.0,2.6,8.1,6.9,3.0,60,Male,Asian,"£30,000-£50,000",Postgraduate
I avoid going to hospitals unless absolutely necessary. Prescription drugs really helped my chronic pain.,6.0,7.5,3.1,10.0,4.9,56,Non-binary,White,"£30,000-£50,000",Postgraduate
My trust in healthcare professionals is very high.,6.9,2.8,7.1,1.6,1.1,60,Non-binary,Not Specified,"< £30,000",Postgraduate
"Clinics give me panic attacks sometimes. I’ve had the same doctor for years, and I feel confident in their care. Medication has been effective in managing my symptoms.",3.3,5.2,8.8,7.5,4.0,41,Male,Asian,"£30,000-£50,000",College Diploma
I avoid going to hospitals unless absolutely necessary.,4.8,4.1,4.3,9.9,1.2,30,Male,Black,"< £30,000",High School
I feel confident navigating health portals and understanding prescriptions. I get sweaty palms before appointments.,8.8,6.2,4.9,7.5,2.9,72,Male,Not Specified,"> £50,000",High School
My doctor uses terminology I understand well.,8.9,9.1,4.8,3.5,3.4,26,Non-binary,Other,"< £30,000",College Diploma
I always research symptoms and medication before appointments.,9.2,2.9,6.6,6.7,3.9,71,Non-binary,Not Specified,"< £30,000",Postgraduate
It’s hard to follow what my doctor says. My physician always listens to me.,2.2,7.4,9.2,2.6,2.0,44,Female,Black,"£30,000-£50,000",University Degree
I feel confident navigating health portals and understanding prescriptions. My trust in healthcare professionals is very high.,9.7,2.6,8.7,5.4,2.0,52,Male,Asian,"£30,000-£50,000",College Diploma
My doctor uses terminology I understand well.,8.8,5.0,5.6,4.2,3.4,46,Female,Asian,"£30,000-£50,000",Postgraduate
I don’t get what doctors say most of the time. Doctors have always helped me recover well.,2.5,4.5,9.7,3.3,3.6,70,Male,Not Specified,"< £30,000",University Degree
I avoid going to hospitals unless absolutely necessary.,3.9,8.0,2.2,9.7,2.8,73,Female,Not Specified,"< £30,000",High School
,3.1,1.7,2.5,5.7,2.3,23,Male,Asian,"£30,000-£50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions.,8.5,4.9,3.2,6.6,3.8,71,Female,White,"< £30,000",Postgraduate
I feel lost when reading health information. I avoid going to hospitals unless absolutely necessary.,2.5,2.5,1.3,7.6,3.7,77,Male,Other,"< £30,000",Postgraduate
"I trust my doctor and their advice completely. Some drugs caused side effects, but I worked with my doctor to adjust.",5.3,8.6,8.3,6.3,4.5,33,Female,White,"£30,000-£50,000",College Diploma
I don’t get what doctors say most of the time.,2.9,2.0,3.4,1.5,3.1,77,Male,Asian,"< £30,000",College Diploma
Medical journals help me stay informed about my condition. I have had mostly positive experiences with prescribed medications.,9.4,1.4,2.1,5.1,4.7,36,Female,Black,"> £50,000",Postgraduate
Prescription drugs really helped my chronic pain.,3.8,5.6,1.4,2.3,4.9,18,Male,White,"£30,000-£50,000",College Diploma
"I always research symptoms and medication before appointments. I’ve had the same doctor for years, and I feel confident in their care. Prescription drugs really helped my chronic pain.",9.7,1.0,9.6,6.8,4.5,53,Non-binary,Not Specified,"> £50,000",Postgraduate
I get sweaty palms before appointments.,5.1,5.6,5.4,7.0,1.6,37,Male,White,"< £30,000",Postgraduate
I feel lost when reading health information. My trust in healthcare professionals is very high.,1.3,3.8,7.3,2.8,3.7,47,Male,White,"£30,000-£50,000",High School
"I always research symptoms and medication before appointments. My trust in healthcare professionals is very high. Some drugs caused side effects, but I worked with my doctor to adjust.",9.7,1.8,7.1,5.0,4.5,33,Non-binary,Black,"£30,000-£50,000",Postgraduate
I feel lost when reading health information. I avoid going to hospitals unless absolutely necessary. I trust my doctor and their advice completely.,2.6,7.2,8.5,9.5,3.7,33,Non-binary,Other,"< £30,000",High School
Doctors have always helped me recover well.,5.5,6.6,8.8,6.1,1.1,79,Non-binary,Not Specified,"> £50,000",High School
"I feel confident navigating health portals and understanding prescriptions. I’ve had the same doctor for years, and I feel confident in their care.",9.4,7.2,7.1,2.9,3.6,73,Female,White,"> £50,000",Postgraduate
Prescription drugs really helped my chronic pain.,4.5,6.9,2.0,6.9,5.0,65,Male,Asian,"< £30,000",University Degree
"Medical terms confuse me a lot. I feel really anxious before seeing any doctor. Some drugs caused side effects, but I worked with my doctor to adjust.",1.4,9.8,4.7,8.8,4.1,64,Non-binary,White,"> £50,000",University Degree
Doctors have always helped me recover well.,6.1,7.6,8.9,4.6,2.3,52,Female,Black,"> £50,000",Postgraduate
I always research symptoms and medication before appointments. I avoid going to hospitals unless absolutely necessary. My physician always listens to me.,7.0,8.3,7.9,8.2,2.7,58,Male,Black,"< £30,000",Postgraduate
I understand most medical terms and ask informed questions.,8.4,2.1,5.9,1.1,2.3,20,Male,White,"£30,000-£50,000",University Degree
My physician always listens to me.,4.3,4.6,7.3,4.5,2.8,43,Non-binary,Other,"£30,000-£50,000",High School
,3.1,4.4,3.0,1.7,3.4,36,Female,White,"> £50,000",University Degree
Medical journals help me stay informed about my condition. Medication has been effective in managing my symptoms.,7.0,6.6,5.2,4.4,4.5,35,Male,Asian,"£30,000-£50,000",Postgraduate
,5.7,5.3,1.2,4.1,2.5,39,Male,Other,"> £50,000",Postgraduate
"After a few trials, I found the right medication for my condition.",4.6,6.2,5.8,6.5,4.1,41,Non-binary,Asian,"< £30,000",Postgraduate
